0,Time,Internal Clock,MSG
2023-03-08,01:24:39/2/RecFrom:process_1/QueueSize:1
2023-03-08,01:24:39/3/Internal event
2023-03-08,01:24:40/4/RecFrom:process_1/QueueSize:1
2023-03-08,01:24:40/5/Internal event
2023-03-08,01:24:40/6/Internal event
2023-03-08,01:24:40/7/RecFrom:process_2/QueueSize:1
2023-03-08,01:24:41/8/Internal event
2023-03-08,01:24:41/9/Internal event
2023-03-08,01:24:41/10/Internal event
2023-03-08,01:24:41/11/RecFrom:process_1/QueueSize:1
2023-03-08,01:24:42/12/Sent to machine_1
2023-03-08,01:24:42/13/Internal event
2023-03-08,01:24:42/14/Sent to machine_1
2023-03-08,01:24:42/15/Internal event
2023-03-08,01:24:43/16/Internal event
2023-03-08,01:24:43/18/RecFrom:process_2/QueueSize:1
2023-03-08,01:24:43/19/Sent to machine_2
2023-03-08,01:24:44/20/Internal event
2023-03-08,01:24:44/21/Broadcast to all machines
2023-03-08,01:24:44/22/Internal event
2023-03-08,01:24:44/23/Internal event
2023-03-08,01:24:45/24/Internal event
2023-03-08,01:24:45/26/RecFrom:process_1/QueueSize:1
2023-03-08,01:24:45/27/Broadcast to all machines
2023-03-08,01:24:45/28/Internal event
2023-03-08,01:24:46/29/Sent to machine_2
2023-03-08,01:24:46/30/Internal event
2023-03-08,01:24:46/31/Internal event
2023-03-08,01:24:46/32/Internal event
2023-03-08,01:24:47/33/Internal event
2023-03-08,01:24:47/34/Broadcast to all machines
2023-03-08,01:24:47/35/Internal event
2023-03-08,01:24:47/36/Sent to machine_1
2023-03-08,01:24:48/37/Internal event
2023-03-08,01:24:48/40/RecFrom:process_1/QueueSize:1
2023-03-08,01:24:48/41/Broadcast to all machines
2023-03-08,01:24:48/42/Internal event
2023-03-08,01:24:49/43/Internal event
2023-03-08,01:24:49/44/Internal event
2023-03-08,01:24:49/46/RecFrom:process_1/QueueSize:1
2023-03-08,01:24:50/47/Internal event
2023-03-08,01:24:50/48/RecFrom:process_2/QueueSize:1
2023-03-08,01:24:50/49/Sent to machine_2
2023-03-08,01:24:50/50/Internal event
2023-03-08,01:24:51/51/RecFrom:process_1/QueueSize:1
2023-03-08,01:24:51/52/RecFrom:process_2/QueueSize:1
2023-03-08,01:24:51/53/Internal event
2023-03-08,01:24:51/54/Broadcast to all machines
2023-03-08,01:24:51/55/Broadcast to all machines
2023-03-08,01:24:52/56/Sent to machine_1
2023-03-08,01:24:52/57/Sent to machine_2
2023-03-08,01:24:52/58/Internal event
2023-03-08,01:24:52/59/Sent to machine_2
2023-03-08,01:24:53/60/Internal event
2023-03-08,01:24:53/61/Sent to machine_1
2023-03-08,01:24:53/62/Sent to machine_1
2023-03-08,01:24:53/63/Sent to machine_1
2023-03-08,01:24:53/64/Broadcast to all machines
2023-03-08,01:24:54/65/Internal event
2023-03-08,01:24:54/67/RecFrom:process_1/QueueSize:1
2023-03-08,01:24:54/68/Broadcast to all machines
2023-03-08,01:24:55/69/Internal event
2023-03-08,01:24:55/71/RecFrom:process_1/QueueSize:1
2023-03-08,01:24:55/72/Sent to machine_2
2023-03-08,01:24:55/73/Internal event
2023-03-08,01:24:55/74/Broadcast to all machines
2023-03-08,01:24:56/75/Internal event
2023-03-08,01:24:56/77/RecFrom:process_1/QueueSize:1
2023-03-08,01:24:56/78/Sent to machine_1
2023-03-08,01:24:56/79/Internal event
2023-03-08,01:24:57/80/Sent to machine_2
2023-03-08,01:24:57/81/Internal event
2023-03-08,01:24:57/82/Internal event
2023-03-08,01:24:58/83/Internal event
2023-03-08,01:24:58/85/RecFrom:process_1/QueueSize:1
2023-03-08,01:24:58/86/Sent to machine_1
2023-03-08,01:24:58/87/Internal event
2023-03-08,01:24:59/88/Internal event
2023-03-08,01:24:59/89/Internal event
2023-03-08,01:24:59/90/RecFrom:process_2/QueueSize:1
2023-03-08,01:24:59/91/Internal event
2023-03-08,01:25:00/92/Internal event
2023-03-08,01:25:00/93/Internal event
2023-03-08,01:25:00/94/Internal event
2023-03-08,01:25:01/95/Internal event
2023-03-08,01:25:01/97/RecFrom:process_1/QueueSize:1
2023-03-08,01:25:01/98/Sent to machine_1
2023-03-08,01:25:01/99/Internal event
2023-03-08,01:25:02/100/Broadcast to all machines
2023-03-08,01:25:02/101/Sent to machine_1
2023-03-08,01:25:02/102/Internal event
2023-03-08,01:25:02/104/RecFrom:process_1/QueueSize:1
2023-03-08,01:25:03/105/Internal event
2023-03-08,01:25:03/106/Internal event
2023-03-08,01:25:03/107/RecFrom:process_2/QueueSize:1
2023-03-08,01:25:03/108/Internal event
2023-03-08,01:25:04/109/RecFrom:process_1/QueueSize:1
2023-03-08,01:25:04/110/Internal event
2023-03-08,01:25:04/111/Internal event
2023-03-08,01:25:04/112/Sent to machine_2
2023-03-08,01:25:05/113/Internal event
2023-03-08,01:25:05/114/Internal event
2023-03-08,01:25:05/115/Internal event
2023-03-08,01:25:06/116/Internal event
2023-03-08,01:25:06/117/Internal event
2023-03-08,01:25:06/118/Broadcast to all machines
2023-03-08,01:25:06/119/Broadcast to all machines
2023-03-08,01:25:07/120/Internal event
2023-03-08,01:25:07/121/Sent to machine_2
2023-03-08,01:25:07/122/Internal event
2023-03-08,01:25:07/123/Internal event
2023-03-08,01:25:08/124/RecFrom:process_1/QueueSize:1
2023-03-08,01:25:08/125/Internal event
2023-03-08,01:25:08/126/Broadcast to all machines
2023-03-08,01:25:08/127/Sent to machine_2
2023-03-08,01:25:09/128/Internal event
2023-03-08,01:25:09/130/RecFrom:process_1/QueueSize:1
2023-03-08,01:25:09/131/RecFrom:process_1/QueueSize:1
2023-03-08,01:25:09/132/Sent to machine_1
2023-03-08,01:25:10/133/Internal event
2023-03-08,01:25:10/134/Sent to machine_1
2023-03-08,01:25:10/135/Internal event
2023-03-08,01:25:10/136/Internal event
2023-03-08,01:25:11/137/Internal event
2023-03-08,01:25:11/138/Internal event
2023-03-08,01:25:11/140/RecFrom:process_1/QueueSize:1
2023-03-08,01:25:12/141/Internal event
2023-03-08,01:25:12/142/Sent to machine_1
2023-03-08,01:25:12/143/Internal event
2023-03-08,01:25:12/144/Internal event
2023-03-08,01:25:13/145/Internal event
2023-03-08,01:25:13/146/Internal event
2023-03-08,01:25:13/149/RecFrom:process_1/QueueSize:1
2023-03-08,01:25:13/150/Sent to machine_1
2023-03-08,01:25:14/151/Sent to machine_1
2023-03-08,01:25:14/152/Internal event
2023-03-08,01:25:14/153/RecFrom:process_2/QueueSize:1
2023-03-08,01:25:14/154/Internal event
2023-03-08,01:25:15/155/Sent to machine_1
2023-03-08,01:25:15/156/Internal event
2023-03-08,01:25:15/157/Internal event
2023-03-08,01:25:16/158/Internal event
2023-03-08,01:25:16/159/Internal event
2023-03-08,01:25:16/160/Internal event
2023-03-08,01:25:16/161/RecFrom:process_2/QueueSize:2
2023-03-08,01:25:17/163/RecFrom:process_1/QueueSize:1
2023-03-08,01:25:17/164/Internal event
2023-03-08,01:25:17/166/RecFrom:process_1/QueueSize:1
2023-03-08,01:25:17/167/Internal event
2023-03-08,01:25:18/168/RecFrom:process_1/QueueSize:1
2023-03-08,01:25:18/169/Internal event
2023-03-08,01:25:18/170/Sent to machine_2
2023-03-08,01:25:18/171/Internal event
2023-03-08,01:25:19/172/Internal event
2023-03-08,01:25:19/173/RecFrom:process_1/QueueSize:1
2023-03-08,01:25:19/174/Internal event
2023-03-08,01:25:19/175/RecFrom:process_1/QueueSize:1
2023-03-08,01:25:20/176/Internal event
2023-03-08,01:25:20/177/Internal event
2023-03-08,01:25:20/178/Internal event
2023-03-08,01:25:21/179/Internal event
2023-03-08,01:25:21/180/RecFrom:process_2/QueueSize:1
2023-03-08,01:25:21/181/Internal event
2023-03-08,01:25:21/182/Internal event
2023-03-08,01:25:22/183/Internal event
2023-03-08,01:25:22/184/Internal event
2023-03-08,01:25:22/185/Internal event
2023-03-08,01:25:23/186/Sent to machine_1
2023-03-08,01:25:23/187/Broadcast to all machines
2023-03-08,01:25:23/188/Sent to machine_2
2023-03-08,01:25:23/189/Broadcast to all machines
2023-03-08,01:25:23/190/Sent to machine_2
2023-03-08,01:25:24/191/Internal event
2023-03-08,01:25:24/192/Internal event
2023-03-08,01:25:24/194/RecFrom:process_1/QueueSize:1
2023-03-08,01:25:24/195/RecFrom:process_1/QueueSize:1
2023-03-08,01:25:25/196/Internal event
2023-03-08,01:25:25/197/Internal event
2023-03-08,01:25:25/198/Broadcast to all machines
2023-03-08,01:25:26/199/Internal event
2023-03-08,01:25:26/201/RecFrom:process_1/QueueSize:1
2023-03-08,01:25:26/202/Sent to machine_2
2023-03-08,01:25:26/203/Broadcast to all machines
2023-03-08,01:25:26/204/Internal event
2023-03-08,01:25:27/205/Broadcast to all machines
2023-03-08,01:25:27/206/Internal event
2023-03-08,01:25:27/207/Internal event
2023-03-08,01:25:28/208/Internal event
2023-03-08,01:25:28/209/Internal event
2023-03-08,01:25:28/210/Internal event
2023-03-08,01:25:28/211/Internal event
2023-03-08,01:25:29/212/Sent to machine_1
2023-03-08,01:25:29/213/RecFrom:process_2/QueueSize:1
2023-03-08,01:25:29/214/Internal event
2023-03-08,01:25:29/215/RecFrom:process_2/QueueSize:1
2023-03-08,01:25:30/216/Internal event
2023-03-08,01:25:30/217/Internal event
2023-03-08,01:25:30/218/Internal event
2023-03-08,01:25:31/219/Sent to machine_2
2023-03-08,01:25:31/220/Internal event
2023-03-08,01:25:31/221/Internal event
2023-03-08,01:25:31/222/RecFrom:process_1/QueueSize:1
2023-03-08,01:25:32/223/Internal event
2023-03-08,01:25:32/224/Internal event
2023-03-08,01:25:32/225/RecFrom:process_1/QueueSize:1
2023-03-08,01:25:32/226/Broadcast to all machines
2023-03-08,01:25:33/227/Broadcast to all machines
2023-03-08,01:25:33/228/Internal event
2023-03-08,01:25:33/229/Internal event
2023-03-08,01:25:33/230/Internal event
2023-03-08,01:25:34/231/Internal event
2023-03-08,01:25:34/232/Internal event
2023-03-08,01:25:34/234/RecFrom:process_1/QueueSize:2
2023-03-08,01:25:34/235/RecFrom:process_1/QueueSize:1
2023-03-08,01:25:35/236/Sent to machine_1
2023-03-08,01:25:35/237/Internal event
2023-03-08,01:25:35/239/RecFrom:process_1/QueueSize:1
2023-03-08,01:25:35/240/Internal event
2023-03-08,01:25:36/241/Internal event
2023-03-08,01:25:36/242/Internal event
2023-03-08,01:25:36/243/Internal event
2023-03-08,01:25:37/244/Internal event
2023-03-08,01:25:37/245/RecFrom:process_2/QueueSize:1
2023-03-08,01:25:37/246/Internal event
2023-03-08,01:25:37/247/RecFrom:process_2/QueueSize:1
2023-03-08,01:25:38/248/Internal event
2023-03-08,01:25:38/249/Internal event
2023-03-08,01:25:38/250/Sent to machine_1
2023-03-08,01:25:38/251/Broadcast to all machines
2023-03-08,01:25:39/252/Internal event
2023-03-08,01:25:39/253/Sent to machine_1
2023-03-08,01:25:39/254/Internal event
2023-03-08,01:25:40/255/Internal event
2023-03-08,01:25:40/256/Internal event
2023-03-08,01:25:40/257/Internal event
2023-03-08,01:25:40/258/Sent to machine_1
2023-03-08,01:25:41/259/Internal event
2023-03-08,01:25:41/260/Internal event
2023-03-08,01:25:41/261/RecFrom:process_2/QueueSize:1
2023-03-08,01:25:41/262/Sent to machine_1
2023-03-08,01:25:42/263/Internal event
2023-03-08,01:25:42/264/Internal event
2023-03-08,01:25:42/265/Internal event
2023-03-08,01:25:43/266/Internal event
2023-03-08,01:25:43/269/RecFrom:process_1/QueueSize:1
2023-03-08,01:25:43/270/Broadcast to all machines
2023-03-08,01:25:43/271/Internal event
2023-03-08,01:25:44/272/Sent to machine_2
2023-03-08,01:25:44/273/Internal event
2023-03-08,01:25:44/274/Internal event
2023-03-08,01:25:44/275/Internal event
2023-03-08,01:25:45/276/Sent to machine_2
2023-03-08,01:25:45/277/Sent to machine_1
2023-03-08,01:25:45/278/Broadcast to all machines
2023-03-08,01:25:45/279/Internal event
2023-03-08,01:25:46/280/Internal event
2023-03-08,01:25:46/281/RecFrom:process_2/QueueSize:1
2023-03-08,01:25:46/282/Internal event
2023-03-08,01:25:46/283/Sent to machine_2
2023-03-08,01:25:47/284/Internal event
2023-03-08,01:25:47/285/Internal event
2023-03-08,01:25:47/286/Sent to machine_1
2023-03-08,01:25:48/287/Internal event
2023-03-08,01:25:48/288/RecFrom:process_2/QueueSize:1
2023-03-08,01:25:48/289/Broadcast to all machines
2023-03-08,01:25:48/290/Internal event
2023-03-08,01:25:49/291/Internal event
2023-03-08,01:25:49/292/Sent to machine_1
