0,Time,Internal Clock,MSG
2023-03-08,01:13:02/1/Internal event
2023-03-08,01:13:02/2/RecFrom:process_2/QueueSize:2
2023-03-08,01:13:02/3/RecFrom:process_3/QueueSize:1
2023-03-08,01:13:03/4/Internal event
2023-03-08,01:13:03/5/Internal event
2023-03-08,01:13:03/6/Broadcast to all machines
2023-03-08,01:13:03/7/Internal event
2023-03-08,01:13:04/8/Sent to machine_2
2023-03-08,01:13:04/9/Sent to machine_1
2023-03-08,01:13:04/10/Internal event
2023-03-08,01:13:05/11/Internal event
2023-03-08,01:13:05/12/RecFrom:process_2/QueueSize:1
2023-03-08,01:13:05/13/Sent to machine_2
2023-03-08,01:13:05/14/RecFrom:process_2/QueueSize:1
2023-03-08,01:13:05/15/Sent to machine_2
2023-03-08,01:13:06/16/Internal event
2023-03-08,01:13:06/17/Internal event
2023-03-08,01:13:06/18/Sent to machine_2
2023-03-08,01:13:06/19/Internal event
2023-03-08,01:13:07/20/Internal event
2023-03-08,01:13:07/21/RecFrom:process_2/QueueSize:1
2023-03-08,01:13:07/22/Internal event
2023-03-08,01:13:08/23/Internal event
2023-03-08,01:13:08/24/Internal event
2023-03-08,01:13:08/25/Internal event
2023-03-08,01:13:08/26/Sent to machine_1
2023-03-08,01:13:09/27/Internal event
2023-03-08,01:13:09/28/Internal event
2023-03-08,01:13:09/29/RecFrom:process_2/QueueSize:1
2023-03-08,01:13:10/30/Internal event
2023-03-08,01:13:10/31/Internal event
2023-03-08,01:13:10/32/Internal event
2023-03-08,01:13:10/33/Broadcast to all machines
2023-03-08,01:13:11/34/Internal event
2023-03-08,01:13:11/35/Internal event
2023-03-08,01:13:11/36/RecFrom:process_2/QueueSize:1
2023-03-08,01:13:11/37/Internal event
2023-03-08,01:13:12/38/Internal event
2023-03-08,01:13:12/39/Sent to machine_2
2023-03-08,01:13:12/40/Internal event
2023-03-08,01:13:13/41/Internal event
2023-03-08,01:13:13/42/Internal event
2023-03-08,01:13:13/43/Internal event
2023-03-08,01:13:13/44/RecFrom:process_2/QueueSize:1
2023-03-08,01:13:14/45/Internal event
2023-03-08,01:13:14/46/Broadcast to all machines
2023-03-08,01:13:14/47/Internal event
2023-03-08,01:13:14/48/Sent to machine_1
2023-03-08,01:13:15/49/Sent to machine_1
2023-03-08,01:13:15/50/Internal event
2023-03-08,01:13:15/51/Internal event
2023-03-08,01:13:16/52/Internal event
2023-03-08,01:13:16/53/Internal event
2023-03-08,01:13:16/54/Sent to machine_2
2023-03-08,01:13:16/55/Internal event
2023-03-08,01:13:17/56/Internal event
2023-03-08,01:13:17/57/Broadcast to all machines
2023-03-08,01:13:17/58/Internal event
2023-03-08,01:13:17/59/Broadcast to all machines
2023-03-08,01:13:18/60/Internal event
2023-03-08,01:13:18/61/Internal event
2023-03-08,01:13:18/62/Internal event
2023-03-08,01:13:19/63/Internal event
2023-03-08,01:13:19/64/Internal event
2023-03-08,01:13:19/65/Internal event
2023-03-08,01:13:20/66/Internal event
2023-03-08,01:13:20/67/Internal event
2023-03-08,01:13:20/68/Sent to machine_1
2023-03-08,01:13:20/69/Internal event
2023-03-08,01:13:21/70/Broadcast to all machines
2023-03-08,01:13:21/71/Internal event
2023-03-08,01:13:21/72/Internal event
2023-03-08,01:13:21/73/Internal event
2023-03-08,01:13:22/74/Sent to machine_2
2023-03-08,01:13:22/75/Broadcast to all machines
2023-03-08,01:13:22/76/Sent to machine_1
2023-03-08,01:13:22/77/Internal event
2023-03-08,01:13:23/78/Internal event
2023-03-08,01:13:23/79/Internal event
2023-03-08,01:13:23/80/Broadcast to all machines
2023-03-08,01:13:23/81/Internal event
2023-03-08,01:13:24/82/Broadcast to all machines
2023-03-08,01:13:24/83/Internal event
2023-03-08,01:13:24/84/Sent to machine_1
2023-03-08,01:13:25/85/Internal event
2023-03-08,01:13:25/86/Broadcast to all machines
2023-03-08,01:13:25/87/Broadcast to all machines
2023-03-08,01:13:25/88/Internal event
2023-03-08,01:13:26/89/Internal event
2023-03-08,01:13:26/90/Internal event
2023-03-08,01:13:26/91/Internal event
2023-03-08,01:13:26/92/Internal event
2023-03-08,01:13:27/93/Sent to machine_2
2023-03-08,01:13:27/94/Sent to machine_2
2023-03-08,01:13:27/95/Internal event
2023-03-08,01:13:27/96/Sent to machine_2
2023-03-08,01:13:28/97/RecFrom:process_2/QueueSize:1
2023-03-08,01:13:28/98/Internal event
2023-03-08,01:13:28/99/Internal event
2023-03-08,01:13:28/100/Broadcast to all machines
2023-03-08,01:13:29/101/Internal event
2023-03-08,01:13:29/102/Broadcast to all machines
2023-03-08,01:13:29/103/Internal event
2023-03-08,01:13:29/104/Broadcast to all machines
2023-03-08,01:13:30/105/Sent to machine_1
2023-03-08,01:13:30/106/Sent to machine_2
2023-03-08,01:13:30/107/Internal event
2023-03-08,01:13:30/108/Internal event
2023-03-08,01:13:31/109/Internal event
2023-03-08,01:13:31/110/Internal event
2023-03-08,01:13:31/111/Sent to machine_2
2023-03-08,01:13:31/112/Broadcast to all machines
2023-03-08,01:13:32/113/Internal event
2023-03-08,01:13:32/114/Broadcast to all machines
2023-03-08,01:13:32/115/Broadcast to all machines
2023-03-08,01:13:32/116/Internal event
2023-03-08,01:13:33/117/Internal event
2023-03-08,01:13:33/118/Internal event
2023-03-08,01:13:33/119/Internal event
2023-03-08,01:13:34/120/Sent to machine_2
2023-03-08,01:13:34/121/Sent to machine_2
2023-03-08,01:13:34/122/Internal event
2023-03-08,01:13:34/123/Broadcast to all machines
2023-03-08,01:13:35/124/Internal event
2023-03-08,01:13:35/125/Internal event
2023-03-08,01:13:35/126/Internal event
2023-03-08,01:13:36/127/Internal event
2023-03-08,01:13:36/128/Internal event
2023-03-08,01:13:36/129/Internal event
2023-03-08,01:13:36/130/Internal event
2023-03-08,01:13:37/131/Internal event
2023-03-08,01:13:37/132/Internal event
2023-03-08,01:13:37/133/Internal event
2023-03-08,01:13:38/134/Internal event
2023-03-08,01:13:38/135/Internal event
2023-03-08,01:13:38/136/Internal event
2023-03-08,01:13:38/137/Broadcast to all machines
2023-03-08,01:13:39/138/Internal event
2023-03-08,01:13:39/139/Internal event
2023-03-08,01:13:39/140/Internal event
2023-03-08,01:13:40/141/Sent to machine_1
2023-03-08,01:13:40/142/Internal event
2023-03-08,01:13:40/143/Internal event
2023-03-08,01:13:41/144/Internal event
2023-03-08,01:13:41/145/Broadcast to all machines
2023-03-08,01:13:41/146/Internal event
2023-03-08,01:13:41/147/Internal event
2023-03-08,01:13:42/148/Internal event
2023-03-08,01:13:42/149/Sent to machine_1
2023-03-08,01:13:42/150/Internal event
2023-03-08,01:13:42/151/Sent to machine_1
2023-03-08,01:13:43/152/Internal event
2023-03-08,01:13:43/153/Sent to machine_1
2023-03-08,01:13:43/154/Internal event
2023-03-08,01:13:43/155/Sent to machine_2
2023-03-08,01:13:44/156/Sent to machine_2
