0,Time,Internal Clock,MSG
2023-03-08,01:13:02/1/Broadcast to all machines
2023-03-08,01:13:03/2/RecFrom:process_2/QueueSize:1
2023-03-08,01:13:04/7/RecFrom:process_1/QueueSize:2
2023-03-08,01:13:05/9/RecFrom:process_1/QueueSize:1
2023-03-08,01:13:06/14/RecFrom:process_1/QueueSize:3
2023-03-08,01:13:07/15/RecFrom:process_2/QueueSize:3
2023-03-08,01:13:08/16/RecFrom:process_1/QueueSize:2
2023-03-08,01:13:09/19/RecFrom:process_1/QueueSize:1
2023-03-08,01:13:10/29/RecFrom:process_2/QueueSize:2
2023-03-08,01:13:11/30/RecFrom:process_2/QueueSize:2
2023-03-08,01:13:12/34/RecFrom:process_1/QueueSize:2
2023-03-08,01:13:13/36/RecFrom:process_2/QueueSize:2
2023-03-08,01:13:14/40/RecFrom:process_1/QueueSize:1
2023-03-08,01:13:15/47/RecFrom:process_1/QueueSize:1
2023-03-08,01:13:16/48/Internal event
2023-03-08,01:13:17/52/RecFrom:process_2/QueueSize:3
2023-03-08,01:13:18/55/RecFrom:process_1/QueueSize:3
2023-03-08,01:13:19/58/RecFrom:process_1/QueueSize:2
2023-03-08,01:13:20/60/RecFrom:process_1/QueueSize:1
2023-03-08,01:13:21/71/RecFrom:process_1/QueueSize:1
2023-03-08,01:13:22/75/RecFrom:process_1/QueueSize:2
2023-03-08,01:13:23/76/RecFrom:process_1/QueueSize:1
2023-03-08,01:13:24/79/RecFrom:process_2/QueueSize:3
2023-03-08,01:13:25/81/RecFrom:process_1/QueueSize:4
2023-03-08,01:13:26/83/RecFrom:process_1/QueueSize:3
2023-03-08,01:13:27/87/RecFrom:process_1/QueueSize:4
2023-03-08,01:13:28/88/RecFrom:process_1/QueueSize:4
2023-03-08,01:13:29/94/RecFrom:process_1/QueueSize:5
2023-03-08,01:13:30/95/RecFrom:process_1/QueueSize:6
2023-03-08,01:13:31/97/RecFrom:process_1/QueueSize:5
2023-03-08,01:13:32/101/RecFrom:process_1/QueueSize:7
2023-03-08,01:13:33/103/RecFrom:process_1/QueueSize:7
2023-03-08,01:13:34/105/RecFrom:process_1/QueueSize:8
2023-03-08,01:13:35/107/RecFrom:process_1/QueueSize:8
2023-03-08,01:13:36/112/RecFrom:process_1/QueueSize:7
2023-03-08,01:13:37/113/RecFrom:process_1/QueueSize:6
2023-03-08,01:13:38/115/RecFrom:process_1/QueueSize:5
2023-03-08,01:13:39/116/RecFrom:process_1/QueueSize:5
2023-03-08,01:13:40/121/RecFrom:process_1/QueueSize:4
2023-03-08,01:13:41/122/RecFrom:process_1/QueueSize:4
2023-03-08,01:13:42/124/RecFrom:process_1/QueueSize:3
2023-03-08,01:13:43/138/RecFrom:process_1/QueueSize:2
2023-03-08,01:13:44/146/RecFrom:process_1/QueueSize:3
2023-03-08,01:13:45/156/RecFrom:process_1/QueueSize:5
2023-03-08,01:13:46/157/RecFrom:process_1/QueueSize:4
2023-03-08,01:13:47/158/RecFrom:process_2/QueueSize:4
2023-03-08,01:13:48/161/RecFrom:process_1/QueueSize:4
2023-03-08,01:13:49/162/RecFrom:process_1/QueueSize:3
2023-03-08,01:13:50/166/RecFrom:process_2/QueueSize:2
2023-03-08,01:13:51/172/RecFrom:process_1/QueueSize:3
2023-03-08,01:13:52/182/RecFrom:process_1/QueueSize:3
2023-03-08,01:13:53/184/RecFrom:process_2/QueueSize:3
2023-03-08,01:13:54/186/RecFrom:process_2/QueueSize:4
2023-03-08,01:13:55/191/RecFrom:process_1/QueueSize:3
2023-03-08,01:13:56/193/RecFrom:process_1/QueueSize:3
2023-03-08,01:13:57/195/RecFrom:process_1/QueueSize:2
2023-03-08,01:13:58/202/RecFrom:process_1/QueueSize:2
2023-03-08,01:13:59/207/RecFrom:process_1/QueueSize:1
2023-03-08,01:14:00/218/RecFrom:process_1/QueueSize:1
2023-03-08,01:14:01/219/Internal event
2023-03-08,01:14:02/225/RecFrom:process_1/QueueSize:1
2023-03-08,01:14:03/228/RecFrom:process_1/QueueSize:1
2023-03-08,01:14:04/229/RecFrom:process_2/QueueSize:1
2023-03-08,01:14:05/230/Internal event
2023-03-08,01:14:06/231/Sent to machine_1
2023-03-08,01:14:07/232/Broadcast to all machines
2023-03-08,01:14:08/247/RecFrom:process_1/QueueSize:1
2023-03-08,01:14:09/250/RecFrom:process_1/QueueSize:1
2023-03-08,01:14:10/251/RecFrom:process_2/QueueSize:2
2023-03-08,01:14:11/254/RecFrom:process_1/QueueSize:2
2023-03-08,01:14:12/256/RecFrom:process_1/QueueSize:2
