Time,Internal Clock,MSG
2023-03-08 01:32:37/1/Internal event
2023-03-08 01:32:37/2/RecFrom:process_2/QueueSize:1
2023-03-08 01:32:37/4/RecFrom:process_2/QueueSize:1
2023-03-08 01:32:38/5/RecFrom:process_2/QueueSize:1
2023-03-08 01:32:38/6/RecFrom:process_2/QueueSize:1
2023-03-08 01:32:38/7/RecFrom:process_1/QueueSize:1
2023-03-08 01:32:39/8/Sent to machine_1
2023-03-08 01:32:39/9/Internal event
2023-03-08 01:32:40/10/RecFrom:process_2/QueueSize:1
2023-03-08 01:32:40/11/Broadcast to all machines
2023-03-08 01:32:40/12/Internal event
2023-03-08 01:32:41/13/Internal event
2023-03-08 01:32:41/14/Internal event
2023-03-08 01:32:42/15/Internal event
2023-03-08 01:32:42/16/Internal event
2023-03-08 01:32:42/17/Sent to machine_2
2023-03-08 01:32:43/18/Internal event
2023-03-08 01:32:43/19/Internal event
2023-03-08 01:32:44/20/Internal event
2023-03-08 01:32:44/21/Internal event
2023-03-08 01:32:45/22/Internal event
2023-03-08 01:32:45/25/RecFrom:process_1/QueueSize:1
2023-03-08 01:32:45/26/Internal event
2023-03-08 01:32:46/27/Sent to machine_2
2023-03-08 01:32:46/28/Sent to machine_1
2023-03-08 01:32:46/29/Internal event
2023-03-08 01:32:47/30/Sent to machine_1
2023-03-08 01:32:47/31/Internal event
2023-03-08 01:32:48/32/Internal event
2023-03-08 01:32:48/33/Internal event
2023-03-08 01:32:48/34/Sent to machine_1
2023-03-08 01:32:49/37/RecFrom:process_2/QueueSize:1
2023-03-08 01:32:49/38/Internal event
2023-03-08 01:32:50/39/Internal event
2023-03-08 01:32:50/40/Internal event
2023-03-08 01:32:50/41/RecFrom:process_2/QueueSize:1
2023-03-08 01:32:51/43/RecFrom:process_1/QueueSize:1
2023-03-08 01:32:51/44/Internal event
2023-03-08 01:32:52/45/RecFrom:process_1/QueueSize:1
2023-03-08 01:32:52/46/Internal event
2023-03-08 01:32:52/47/Internal event
2023-03-08 01:32:53/48/RecFrom:process_1/QueueSize:1
2023-03-08 01:32:53/49/RecFrom:process_1/QueueSize:1
2023-03-08 01:32:53/50/RecFrom:process_1/QueueSize:1
2023-03-08 01:32:54/51/RecFrom:process_2/QueueSize:1
2023-03-08 01:32:54/52/Internal event
2023-03-08 01:32:55/53/RecFrom:process_1/QueueSize:1
2023-03-08 01:32:55/54/Internal event
2023-03-08 01:32:55/55/Internal event
2023-03-08 01:32:56/56/Sent to machine_2
2023-03-08 01:32:56/57/Internal event
2023-03-08 01:32:57/58/Internal event
2023-03-08 01:32:57/59/Internal event
2023-03-08 01:32:57/60/Broadcast to all machines
2023-03-08 01:32:58/61/Internal event
2023-03-08 01:32:58/63/RecFrom:process_1/QueueSize:1
2023-03-08 01:32:59/64/Internal event
2023-03-08 01:32:59/65/Internal event
2023-03-08 01:32:59/66/Internal event
2023-03-08 01:33:00/67/Internal event
2023-03-08 01:33:00/68/Internal event
2023-03-08 01:33:01/69/Internal event
2023-03-08 01:33:01/70/Internal event
2023-03-08 01:33:02/71/RecFrom:process_2/QueueSize:1
2023-03-08 01:33:02/73/RecFrom:process_1/QueueSize:1
2023-03-08 01:33:02/74/Sent to machine_2
2023-03-08 01:33:03/75/RecFrom:process_1/QueueSize:1
2023-03-08 01:33:03/76/Internal event
2023-03-08 01:33:03/77/Internal event
2023-03-08 01:33:04/78/Internal event
2023-03-08 01:33:04/79/Internal event
2023-03-08 01:33:05/80/Internal event
2023-03-08 01:33:05/82/RecFrom:process_2/QueueSize:1
2023-03-08 01:33:06/83/Internal event
2023-03-08 01:33:06/84/RecFrom:process_2/QueueSize:1
2023-03-08 01:33:06/85/Internal event
2023-03-08 01:33:07/86/Internal event
2023-03-08 01:33:07/87/RecFrom:process_2/QueueSize:1
2023-03-08 01:33:08/88/Internal event
2023-03-08 01:33:08/90/RecFrom:process_1/QueueSize:1
2023-03-08 01:33:08/91/Internal event
2023-03-08 01:33:09/92/Sent to machine_1
2023-03-08 01:33:09/93/Internal event
2023-03-08 01:33:10/94/Internal event
2023-03-08 01:33:10/95/Internal event
2023-03-08 01:33:10/96/RecFrom:process_2/QueueSize:1
2023-03-08 01:33:11/97/RecFrom:process_2/QueueSize:1
2023-03-08 01:33:11/98/Internal event
2023-03-08 01:33:11/100/RecFrom:process_1/QueueSize:1
2023-03-08 01:33:12/101/Internal event
2023-03-08 01:33:12/102/Internal event
2023-03-08 01:33:13/103/Sent to machine_2
2023-03-08 01:33:13/104/Sent to machine_2
2023-03-08 01:33:13/105/Internal event
2023-03-08 01:33:14/107/RecFrom:process_2/QueueSize:1
2023-03-08 01:33:14/108/Broadcast to all machines
2023-03-08 01:33:14/109/Internal event
2023-03-08 01:33:15/110/Sent to machine_1
2023-03-08 01:33:15/112/RecFrom:process_2/QueueSize:1
2023-03-08 01:33:16/113/Internal event
2023-03-08 01:33:16/114/Sent to machine_1
2023-03-08 01:33:16/115/RecFrom:process_2/QueueSize:1
2023-03-08 01:33:17/116/Internal event
2023-03-08 01:33:17/117/Internal event
2023-03-08 01:33:17/118/RecFrom:process_2/QueueSize:1
2023-03-08 01:33:18/119/Internal event
2023-03-08 01:33:18/120/Broadcast to all machines
2023-03-08 01:33:19/121/Internal event
2023-03-08 01:33:19/122/Internal event
2023-03-08 01:33:20/123/Internal event
2023-03-08 01:33:20/126/RecFrom:process_2/QueueSize:1
2023-03-08 01:33:20/127/RecFrom:process_1/QueueSize:1
2023-03-08 01:33:21/128/Internal event
2023-03-08 01:33:21/129/Internal event
2023-03-08 01:33:21/130/RecFrom:process_1/QueueSize:1
2023-03-08 01:33:22/131/Internal event
2023-03-08 01:33:22/132/Internal event
2023-03-08 01:33:23/133/Sent to machine_2
2023-03-08 01:33:23/134/RecFrom:process_1/QueueSize:1
2023-03-08 01:33:23/135/Internal event
2023-03-08 01:33:24/136/Internal event
2023-03-08 01:33:24/137/Internal event
2023-03-08 01:33:25/138/Internal event
2023-03-08 01:33:25/139/RecFrom:process_1/QueueSize:1
2023-03-08 01:33:26/140/Internal event
2023-03-08 01:33:26/141/RecFrom:process_1/QueueSize:1
2023-03-08 01:33:26/142/Internal event
2023-03-08 01:33:27/144/RecFrom:process_2/QueueSize:2
2023-03-08 01:33:27/145/RecFrom:process_2/QueueSize:3
2023-03-08 01:33:27/146/RecFrom:process_1/QueueSize:2
2023-03-08 01:33:28/147/RecFrom:process_2/QueueSize:1
2023-03-08 01:33:28/148/Broadcast to all machines
2023-03-08 01:33:28/149/RecFrom:process_1/QueueSize:1
2023-03-08 01:33:29/151/RecFrom:process_2/QueueSize:1
2023-03-08 01:33:29/152/Internal event
2023-03-08 01:33:30/153/Internal event
2023-03-08 01:33:30/154/RecFrom:process_2/QueueSize:1
2023-03-08 01:33:30/155/RecFrom:process_1/QueueSize:1
2023-03-08 01:33:31/156/RecFrom:process_2/QueueSize:1
2023-03-08 01:33:31/157/Internal event
2023-03-08 01:33:31/158/Internal event
2023-03-08 01:33:32/159/Internal event
2023-03-08 01:33:32/160/Broadcast to all machines
2023-03-08 01:33:33/161/Internal event
2023-03-08 01:33:33/162/Sent to machine_1
2023-03-08 01:33:33/163/Internal event
2023-03-08 01:33:34/165/RecFrom:process_2/QueueSize:1
2023-03-08 01:33:34/166/Internal event
2023-03-08 01:33:35/167/RecFrom:process_2/QueueSize:1
2023-03-08 01:33:35/168/RecFrom:process_2/QueueSize:1
2023-03-08 01:33:35/169/RecFrom:process_2/QueueSize:1
2023-03-08 01:33:36/170/RecFrom:process_2/QueueSize:1
2023-03-08 01:33:36/171/Broadcast to all machines
2023-03-08 01:33:36/172/Internal event
2023-03-08 01:33:37/173/Internal event
2023-03-08 01:33:37/175/RecFrom:process_2/QueueSize:1
2023-03-08 01:33:38/176/Internal event
2023-03-08 01:33:38/177/Internal event
2023-03-08 01:33:38/178/RecFrom:process_2/QueueSize:1
2023-03-08 01:33:39/179/Internal event
2023-03-08 01:33:39/180/RecFrom:process_2/QueueSize:1
2023-03-08 01:33:39/181/RecFrom:process_2/QueueSize:1
2023-03-08 01:33:40/182/Internal event
2023-03-08 01:33:40/184/RecFrom:process_1/QueueSize:1
2023-03-08 01:33:41/185/Internal event
2023-03-08 01:33:41/186/RecFrom:process_2/QueueSize:1
2023-03-08 01:33:41/187/Broadcast to all machines
2023-03-08 01:33:42/188/Sent to machine_2
2023-03-08 01:33:42/189/Internal event
2023-03-08 01:33:42/190/Broadcast to all machines
2023-03-08 01:33:43/191/Broadcast to all machines
2023-03-08 01:33:43/192/Internal event
2023-03-08 01:33:44/194/RecFrom:process_1/QueueSize:1
2023-03-08 01:33:44/195/Internal event
2023-03-08 01:33:44/196/Internal event
2023-03-08 01:33:45/197/Internal event
2023-03-08 01:33:45/198/Internal event
2023-03-08 01:33:46/199/Internal event
2023-03-08 01:33:46/201/RecFrom:process_1/QueueSize:1
2023-03-08 01:33:46/202/RecFrom:process_1/QueueSize:1
2023-03-08 01:33:47/203/Sent to machine_1
2023-03-08 01:33:47/204/Sent to machine_1
2023-03-08 01:33:47/205/Internal event
2023-03-08 01:33:48/206/RecFrom:process_2/QueueSize:1
2023-03-08 01:33:48/207/Internal event
2023-03-08 01:33:49/208/Internal event
2023-03-08 01:33:49/209/Broadcast to all machines
2023-03-08 01:33:49/210/Broadcast to all machines
2023-03-08 01:33:50/211/Internal event
2023-03-08 01:33:50/212/Internal event
2023-03-08 01:33:51/215/RecFrom:process_1/QueueSize:1
2023-03-08 01:33:51/216/Internal event
2023-03-08 01:33:51/217/Internal event
2023-03-08 01:33:52/218/Internal event
2023-03-08 01:33:52/219/RecFrom:process_2/QueueSize:1
2023-03-08 01:33:53/221/RecFrom:process_1/QueueSize:1
2023-03-08 01:33:53/222/RecFrom:process_2/QueueSize:1
2023-03-08 01:33:53/223/RecFrom:process_2/QueueSize:1
2023-03-08 01:33:54/224/Internal event
2023-03-08 01:33:54/225/RecFrom:process_2/QueueSize:1
2023-03-08 01:33:54/226/Internal event
2023-03-08 01:33:55/227/RecFrom:process_1/QueueSize:1
2023-03-08 01:33:55/228/Internal event
2023-03-08 01:33:56/229/Broadcast to all machines
2023-03-08 01:33:56/230/Internal event
2023-03-08 01:33:56/231/Internal event
2023-03-08 01:33:57/233/RecFrom:process_1/QueueSize:1
2023-03-08 01:33:57/234/Sent to machine_1
2023-03-08 01:33:58/235/Internal event
2023-03-08 01:33:58/236/Internal event
2023-03-08 01:33:58/238/RecFrom:process_1/QueueSize:1
2023-03-08 01:33:59/239/Internal event
2023-03-08 01:33:59/241/RecFrom:process_2/QueueSize:1
2023-03-08 01:33:59/242/RecFrom:process_2/QueueSize:1
2023-03-08 01:34:00/243/Internal event
2023-03-08 01:34:00/244/Sent to machine_2
2023-03-08 01:34:01/245/Broadcast to all machines
2023-03-08 01:34:01/246/Internal event
2023-03-08 01:34:01/247/Internal event
2023-03-08 01:34:02/248/Broadcast to all machines
2023-03-08 01:34:02/249/Internal event
2023-03-08 01:34:03/250/Internal event
2023-03-08 01:34:03/251/Internal event
2023-03-08 01:34:03/252/Broadcast to all machines
2023-03-08 01:34:04/253/Internal event
2023-03-08 01:34:04/254/Internal event
2023-03-08 01:34:05/257/RecFrom:process_2/QueueSize:1
2023-03-08 01:34:05/258/RecFrom:process_2/QueueSize:1
2023-03-08 01:34:05/259/Internal event
2023-03-08 01:34:06/260/Internal event
2023-03-08 01:34:06/261/Internal event
2023-03-08 01:34:07/262/Internal event
2023-03-08 01:34:07/263/Internal event
2023-03-08 01:34:08/264/Internal event
2023-03-08 01:34:08/266/RecFrom:process_1/QueueSize:2
2023-03-08 01:34:08/267/RecFrom:process_2/QueueSize:1
2023-03-08 01:34:09/268/Internal event
2023-03-08 01:34:09/269/Broadcast to all machines
2023-03-08 01:34:09/270/Broadcast to all machines
2023-03-08 01:34:10/271/Internal event
2023-03-08 01:34:10/272/Internal event
2023-03-08 01:34:11/274/RecFrom:process_1/QueueSize:1
2023-03-08 01:34:11/275/RecFrom:process_2/QueueSize:1
2023-03-08 01:34:11/276/Internal event
2023-03-08 01:34:12/277/Internal event
2023-03-08 01:34:12/278/Internal event
2023-03-08 01:34:13/279/Internal event
2023-03-08 01:34:13/280/RecFrom:process_1/QueueSize:1
2023-03-08 01:34:14/281/Internal event
2023-03-08 01:34:14/283/RecFrom:process_2/QueueSize:1
2023-03-08 01:34:14/284/Broadcast to all machines
2023-03-08 01:34:15/285/Sent to machine_2
2023-03-08 01:34:15/286/Internal event
2023-03-08 01:34:15/287/Internal event
2023-03-08 01:34:16/288/Internal event
2023-03-08 01:34:16/289/Internal event
2023-03-08 01:34:17/290/Internal event
2023-03-08 01:34:17/292/RecFrom:process_1/QueueSize:1
2023-03-08 01:34:17/293/RecFrom:process_1/QueueSize:1
2023-03-08 01:34:18/294/Internal event
2023-03-08 01:34:18/295/Internal event
2023-03-08 01:34:19/296/Internal event
2023-03-08 01:34:19/297/Internal event
2023-03-08 01:34:19/299/RecFrom:process_2/QueueSize:1
2023-03-08 01:34:20/300/Sent to machine_1
2023-03-08 01:34:20/301/RecFrom:process_2/QueueSize:1
2023-03-08 01:34:21/302/RecFrom:process_2/QueueSize:1
2023-03-08 01:34:21/303/Internal event
2023-03-08 01:34:21/304/Internal event
2023-03-08 01:34:22/305/RecFrom:process_2/QueueSize:1
2023-03-08 01:34:22/306/Sent to machine_1
2023-03-08 01:34:22/307/Broadcast to all machines
2023-03-08 01:34:23/308/Internal event
2023-03-08 01:34:23/309/Internal event
2023-03-08 01:34:24/310/Internal event
2023-03-08 01:34:24/311/Internal event
2023-03-08 01:34:25/312/Internal event
2023-03-08 01:34:25/314/RecFrom:process_1/QueueSize:1
2023-03-08 01:34:25/316/RecFrom:process_1/QueueSize:1
2023-03-08 01:34:26/317/Internal event
2023-03-08 01:34:26/318/Internal event
2023-03-08 01:34:26/319/Sent to machine_1
2023-03-08 01:34:27/320/Internal event
2023-03-08 01:34:27/321/Sent to machine_2
2023-03-08 01:34:28/322/Internal event
2023-03-08 01:34:28/323/Internal event
2023-03-08 01:34:28/325/RecFrom:process_1/QueueSize:1
2023-03-08 01:34:29/326/Sent to machine_2
2023-03-08 01:34:29/327/Internal event
2023-03-08 01:34:30/328/Internal event
2023-03-08 01:34:30/329/RecFrom:process_1/QueueSize:1
2023-03-08 01:34:30/330/Sent to machine_2
2023-03-08 01:34:31/331/Broadcast to all machines
2023-03-08 01:34:31/332/Internal event
2023-03-08 01:34:31/335/RecFrom:process_2/QueueSize:1
2023-03-08 01:34:32/336/Sent to machine_2
2023-03-08 01:34:32/337/Internal event
2023-03-08 01:34:33/338/RecFrom:process_1/QueueSize:1
2023-03-08 01:34:33/340/RecFrom:process_2/QueueSize:1
2023-03-08 01:34:33/341/RecFrom:process_2/QueueSize:1
2023-03-08 01:34:34/342/Sent to machine_1
2023-03-08 01:34:34/343/Internal event
2023-03-08 01:34:34/345/RecFrom:process_1/QueueSize:1
2023-03-08 01:34:35/346/RecFrom:process_1/QueueSize:1
2023-03-08 01:34:35/347/Sent to machine_2
2023-03-08 01:34:36/348/Internal event
2023-03-08 01:34:36/349/Internal event
2023-03-08 01:34:36/351/RecFrom:process_2/QueueSize:1
2023-03-08 01:34:37/352/Sent to machine_1
2023-03-08 01:34:37/353/Internal event
2023-03-08 01:34:37/354/Sent to machine_2
2023-03-08 01:34:38/355/Internal event
2023-03-08 01:34:38/356/Internal event
2023-03-08 01:34:39/357/Internal event
2023-03-08 01:34:39/360/RecFrom:process_1/QueueSize:1
2023-03-08 01:34:39/361/RecFrom:process_1/QueueSize:1
2023-03-08 01:34:40/362/Sent to machine_1
2023-03-08 01:34:40/363/Internal event
2023-03-08 01:34:41/365/RecFrom:process_1/QueueSize:1
2023-03-08 01:34:41/366/RecFrom:process_1/QueueSize:1
2023-03-08 01:34:41/367/Broadcast to all machines
2023-03-08 01:34:42/368/Sent to machine_2
2023-03-08 01:34:42/369/Sent to machine_2
2023-03-08 01:34:42/370/Sent to machine_2
2023-03-08 01:34:43/371/Internal event
2023-03-08 01:34:43/372/RecFrom:process_1/QueueSize:1
2023-03-08 01:34:43/373/Internal event
2023-03-08 01:34:44/374/Internal event
2023-03-08 01:34:44/375/Internal event
2023-03-08 01:34:45/376/Internal event
2023-03-08 01:34:45/378/RecFrom:process_2/QueueSize:1
2023-03-08 01:34:46/379/Internal event
2023-03-08 01:34:46/380/Internal event
2023-03-08 01:34:46/381/RecFrom:process_2/QueueSize:1
2023-03-08 01:34:47/382/RecFrom:process_2/QueueSize:1
2023-03-08 01:34:47/383/Internal event
2023-03-08 01:34:48/384/Internal event
2023-03-08 01:34:48/385/Broadcast to all machines
2023-03-08 01:34:48/386/Internal event
2023-03-08 01:34:49/387/Internal event
2023-03-08 01:34:49/388/Internal event
2023-03-08 01:34:50/389/Internal event
