Time,Internal Clock,MSG
2023-03-08 01:16:29/1/Sent to machine_1
2023-03-08 01:16:29/2/Internal event
2023-03-08 01:16:29/3/Sent to machine_1
2023-03-08 01:16:29/4/Internal event
2023-03-08 01:16:29/5/Sent to machine_1
2023-03-08 01:16:30/6/Internal event
2023-03-08 01:16:30/7/RecFrom:process_3/QueueSize:1
2023-03-08 01:16:30/8/Internal event
2023-03-08 01:16:30/9/Sent to machine_2
2023-03-08 01:16:31/10/Internal event
2023-03-08 01:16:31/11/Internal event
2023-03-08 01:16:31/12/Internal event
2023-03-08 01:16:31/13/Internal event
2023-03-08 01:16:32/14/Internal event
2023-03-08 01:16:32/15/RecFrom:process_3/QueueSize:1
2023-03-08 01:16:32/16/Internal event
2023-03-08 01:16:32/17/Internal event
2023-03-08 01:16:33/18/Sent to machine_1
2023-03-08 01:16:33/19/Internal event
2023-03-08 01:16:33/20/Internal event
2023-03-08 01:16:33/21/Internal event
2023-03-08 01:16:34/22/Internal event
2023-03-08 01:16:34/23/Broadcast to all machines
2023-03-08 01:16:34/24/Internal event
2023-03-08 01:16:34/25/Internal event
2023-03-08 01:16:35/26/Internal event
2023-03-08 01:16:35/27/Internal event
2023-03-08 01:16:35/28/Internal event
2023-03-08 01:16:35/29/Broadcast to all machines
2023-03-08 01:16:36/30/Internal event
2023-03-08 01:16:36/31/Sent to machine_1
2023-03-08 01:16:36/32/Internal event
2023-03-08 01:16:36/33/Internal event
2023-03-08 01:16:37/34/Internal event
2023-03-08 01:16:37/35/Internal event
2023-03-08 01:16:37/36/RecFrom:process_3/QueueSize:1
2023-03-08 01:16:37/37/Internal event
2023-03-08 01:16:38/38/Sent to machine_2
2023-03-08 01:16:38/39/Broadcast to all machines
2023-03-08 01:16:38/40/Broadcast to all machines
2023-03-08 01:16:38/41/Internal event
2023-03-08 01:16:38/42/Internal event
2023-03-08 01:16:39/43/Internal event
2023-03-08 01:16:39/44/Internal event
2023-03-08 01:16:39/45/Internal event
2023-03-08 01:16:39/46/Internal event
2023-03-08 01:16:40/47/Internal event
2023-03-08 01:16:40/48/Internal event
2023-03-08 01:16:40/49/Sent to machine_1
2023-03-08 01:16:40/50/Internal event
2023-03-08 01:16:41/51/Sent to machine_2
2023-03-08 01:16:41/52/Internal event
2023-03-08 01:16:41/53/Internal event
2023-03-08 01:16:41/54/Broadcast to all machines
2023-03-08 01:16:42/55/Internal event
2023-03-08 01:16:42/56/Sent to machine_2
2023-03-08 01:16:42/57/Internal event
2023-03-08 01:16:42/58/Internal event
2023-03-08 01:16:43/59/Internal event
2023-03-08 01:16:43/60/RecFrom:process_1/QueueSize:1
2023-03-08 01:16:43/61/Internal event
2023-03-08 01:16:43/62/Sent to machine_1
2023-03-08 01:16:43/63/Internal event
2023-03-08 01:16:44/64/Broadcast to all machines
2023-03-08 01:16:44/65/Internal event
2023-03-08 01:16:44/66/Internal event
2023-03-08 01:16:44/67/Sent to machine_2
2023-03-08 01:16:45/68/Broadcast to all machines
2023-03-08 01:16:45/69/Sent to machine_1
2023-03-08 01:16:45/70/Internal event
2023-03-08 01:16:45/71/Sent to machine_1
2023-03-08 01:16:45/72/Internal event
2023-03-08 01:16:46/73/Sent to machine_2
2023-03-08 01:16:46/74/Internal event
2023-03-08 01:16:46/75/Internal event
2023-03-08 01:16:46/76/Internal event
2023-03-08 01:16:47/77/Internal event
2023-03-08 01:16:47/78/Sent to machine_1
2023-03-08 01:16:47/79/Sent to machine_1
2023-03-08 01:16:47/80/Internal event
2023-03-08 01:16:48/81/Internal event
2023-03-08 01:16:48/82/Internal event
2023-03-08 01:16:48/83/Internal event
2023-03-08 01:16:48/84/Internal event
2023-03-08 01:16:49/85/Internal event
2023-03-08 01:16:49/86/Internal event
2023-03-08 01:16:49/87/Sent to machine_2
2023-03-08 01:16:49/88/Internal event
2023-03-08 01:16:50/89/Internal event
2023-03-08 01:16:50/90/Internal event
2023-03-08 01:16:50/91/Internal event
2023-03-08 01:16:50/92/Internal event
2023-03-08 01:16:51/93/Internal event
2023-03-08 01:16:51/94/RecFrom:process_1/QueueSize:1
2023-03-08 01:16:51/95/Sent to machine_1
2023-03-08 01:16:51/96/Internal event
2023-03-08 01:16:52/97/Internal event
2023-03-08 01:16:52/98/Internal event
2023-03-08 01:16:52/99/Internal event
2023-03-08 01:16:52/100/Internal event
2023-03-08 01:16:53/101/Broadcast to all machines
2023-03-08 01:16:53/102/Internal event
2023-03-08 01:16:53/103/Sent to machine_2
2023-03-08 01:16:53/104/Internal event
2023-03-08 01:16:54/105/Internal event
2023-03-08 01:16:54/106/Broadcast to all machines
2023-03-08 01:16:54/107/Internal event
2023-03-08 01:16:54/108/Internal event
2023-03-08 01:16:54/109/Sent to machine_1
2023-03-08 01:16:55/110/Broadcast to all machines
2023-03-08 01:16:55/111/Sent to machine_2
2023-03-08 01:16:55/112/Internal event
2023-03-08 01:16:55/113/Internal event
2023-03-08 01:16:56/114/Sent to machine_1
2023-03-08 01:16:56/115/Sent to machine_2
2023-03-08 01:16:56/116/Sent to machine_1
2023-03-08 01:16:56/117/Internal event
2023-03-08 01:16:56/118/Internal event
2023-03-08 01:16:57/119/Sent to machine_2
2023-03-08 01:16:57/120/Internal event
2023-03-08 01:16:57/121/Sent to machine_1
2023-03-08 01:16:57/122/Broadcast to all machines
2023-03-08 01:16:57/123/Internal event
2023-03-08 01:16:58/124/Sent to machine_1
2023-03-08 01:16:58/125/Internal event
2023-03-08 01:16:58/126/Internal event
2023-03-08 01:16:58/127/Internal event
2023-03-08 01:16:59/128/Internal event
2023-03-08 01:16:59/129/Internal event
2023-03-08 01:16:59/130/Internal event
